SiteID,SubOc1,StartDate,EndDate,OccLength
431,A,-2300,-1700,600
448,A,-2300,-1400,900
477,B,-2300,-1700,600
481,A,-2300,-1700,600
482,B,-2300,-1700,600
484,A,-2300,-1700,600
485,A,-2300,-1700,600
490,A,-2300,-1700,600
491,A,-2300,-1700,600
496,A,-2300,-1700,600
541,A,-2300,-1700,600
553,A,-2300,-1700,600
554,A,-2300,-1700,600
555,A,-2300,-1700,600
558,A,-2300,-1700,600
559,A,-2300,-1700,600
561,A,-2300,-1700,600
651,A,-2300,-1000,1300
653,A,-2300,-1000,1300
670,A,-2300,-1000,1300
788,A,-2300,-1000,1300
832,A,-2300,-1000,1300
849,A,-2300,-1000,1300
858,A,-2300,-1000,1300
860,A,-2300,-1000,1300
864,A,-2300,-1000,1300
875,A,-2300,-1000,1300
952,A,-2300,-1000,1300
991,A,-2300,-1000,1300
995,A,-2300,-1000,1300
1005,A,-2300,-1000,1300
1081,A,-2300,-1000,1300
1128,A,-2300,-1000,1300
1130,A,-2300,-1000,1300
1131,A,-2300,-1000,1300
1176,A,-2300,-1000,1300
1178,A,-2300,-1200,1100
1179,A,-2300,-1300,1000
1180,A,-2300,-1300,1000
1181,A,-2300,-1700,600
2002,B,-2300,-1750,550
2012,A,-2300,-1000,1300
2022,A,-2300,-1700,600
2023,A,-2300,-1700,600
2057,B,-2300,-1700,600
2058,B,-2300,-1700,600
2069,A,-2300,-1000,1300
2744,A,-2300,-1000,1300
2784,A,-2300,-1000,1300
2802,A,-2300,-1700,600
2803,A,-2300,-1000,1300
2804,A,-2300,-1700,600
2806,A,-2300,-1000,1300
3393,A,-2300,-1700,600
3427,A,-2300,-1700,600
3435,A,-2300,-1700,600
3466,A,-2300,-1700,600
3691,A,-2300,-1000,1300
3692,A,-2300,-1000,1300
3693,A,-2300,-1200,1100
3694,A,-2300,-1000,1300
3695,A,-2300,-1000,1300
3696,A,-2300,-1000,1300
3697,A,-2300,-1000,1300
4995,A,-2300,-1000,1300
5116,A,-2300,-2000,300
5360,A,-2300,-1700,600
5369,A,-2300,-1000,1300
5371,A,-2300,-1000,1300
5375,A,-2300,-1000,1300
5377,B,-2300,-1000,1300
5485,A,-2300,-1000,1300
5813,A,-2300,-1000,1300
5858,A,-2300,-1000,1300
5861,A,-2300,-1700,600
5862,A,-2300,-1700,600
5930,A,-2300,-1000,1300
5983,A,-2300,-1700,600
5984,A,-2300,-1700,600
5999,A,-2300,-1000,1300
6037,A,-2300,-1700,600
6083,A,-2300,-1000,1300
6091,A,-2300,-1700,600
6092,A,-2300,-1700,600
6095,A,-2300,-1000,1300
6096,A,-2300,-1700,600
6099,A,-2300,-1700,600
6135,B,-2300,-1000,1300
6144,A,-2300,-1700,600
6149,A,-2300,-1000,1300
6185,A,-2300,-1000,1300
6235,B,-2300,-1000,1300
6260,A,-2300,-1700,600
6266,A,-2300,-1700,600
6392,A,-2300,-1700,600
6417,A,-2300,-1000,1300
6617,A,-2300,-1000,1300
6620,A,-2300,-1000,1300
6624,A,-2300,-1000,1300
6626,A,-2300,-1700,600
6632,A,-2300,-1000,1300
6649,A,-2300,-1000,1300
6681,A,-2300,-1000,1300
6777,A,-2300,-1700,600
6807,A,-2300,-1000,1300
6852,B,-2300,-1700,600
6887,A,-2300,-1700,600
6888,A,-2300,-1000,1300
6905,A,-2300,-1000,1300
6913,A,-2300,-1700,600
7009,A,-2300,-1000,1300
7013,A,-2300,-1700,600
7014,B,-2300,-1700,600
7022,A,-2300,-1000,1300
7023,A,-2300,-1000,1300
7034,A,-2300,-1000,1300
7112,A,-2300,-1000,1300
7117,A,-2300,-1700,600
7125,A,-2300,-1700,600
7186,B,-2300,-1000,1300
7197,A,-2300,-1000,1300
7216,B,-2300,-1700,600
7253,A,-2300,-1000,1300
7256,C,-2300,-1000,1300
7259,B,-2300,-1000,1300
7267,A,-2300,-1000,1300
7268,A,-2300,-1000,1300
7270,A,-2300,-1000,1300
7271,A,-2300,-1000,1300
7272,A,-2300,-1000,1300
7276,B,-2300,-1000,1300
7278,A,-2300,-1000,1300
7281,B,-2300,-1000,1300
7285,A,-2300,-1000,1300
7307,A,-2300,-1700,600
7308,A,-2300,-1000,1300
7313,B,-2300,-1000,1300
7323,A,-2300,-1700,600
7324,B,-2300,-1000,1300
5814,A,-2200,-1000,1200
6412,A,-2000,-1700,300
2297,A,-1800,-1500,300
2299,A,-1800,-1500,300
157,A,-1750,-1350,400
2002,B,-1750,-1350,400
2003,B,-1750,-1350,400
2004,B,-1750,-1350,400
3,A,-1700,-1350,350
7,A,-1700,-1350,350
12,A,-1700,-1350,350
72,A,-1700,-1020,680
73,A,-1700,-1020,680
75,A,-1700,-1350,350
108,A,-1700,-1350,350
119,A,-1700,-1350,350
159,A,-1700,-1020,680
160,A,-1700,-1020,680
161,A,-1700,-1020,680
162,A,-1700,-1020,680
327,A,-1700,-800,900
333,A,-1700,-800,900
336,A,-1700,-800,900
340,A,-1700,-800,900
341,A,-1700,-800,900
347,A,-1700,-800,900
357,A,-1700,-800,900
360,A,-1700,-800,900
411,A,-1700,-1020,680
423,A,-1700,-1300,400
427,A,-1700,-1200,500
428,A,-1700,-1200,500
433,A,-1700,-1300,400
434,A,-1700,-1300,400
442,A,-1700,-1500,200
462,A,-1700,-1300,400
466,A,-1700,-1500,200
467,A,-1700,-1300,400
473,A,-1700,-1500,200
478,A,-1700,-1500,200
480,A,-1700,-1200,500
486,A,-1700,-1500,200
487,A,-1700,-1500,200
496,A,-1700,-1300,400
532,A,-1700,-1000,700
546,A,-1700,-1000,700
569,A,-1700,-1300,400
571,A,-1700,-1300,400
572,A,-1700,-1300,400
573,A,-1700,-1200,500
575,A,-1700,-1300,400
612,A,-1700,-1000,700
863,A,-1700,-1300,400
897,A,-1700,-1300,400
939,A,-1700,-1300,400
1085,A,-1700,-1000,700
1129,A,-1700,-1300,400
1181,A,-1700,-1300,400
1191,A,-1700,-1300,400
1504,B,-1700,-1300,400
1528,A,-1700,-1300,400
2022,A,-1700,-1350,350
2057,B,-1700,-1300,400
2058,B,-1700,-1300,400
2558,A,-1700,-1300,400
2563,A,-1700,-1300,400
2565,A,-1700,-1300,400
2804,A,-1700,-1300,400
2805,A,-1700,-1300,400
3332,A,-1700,-1300,400
3337,A,-1700,-1300,400
3363,A,-1700,-1300,400
3367,A,-1700,-1000,700
3393,A,-1700,-1300,400
3466,A,-1700,-1300,400
4288,A,-1700,-1300,400
5360,A,-1700,-1300,400
5512,A,-1700,-1300,400
5514,A,-1700,-1300,400
5576,A,-1700,-1300,400
5602,A,-1700,-1300,400
5671,A,-1700,-1300,400
5672,A,-1700,-1300,400
5691,A,-1700,-1300,400
5714,A,-1700,-1300,400
5716,A,-1700,-1300,400
5734,A,-1700,-1500,200
5753,A,-1700,-1500,200
5759,A,-1700,-1300,400
5965,A,-1700,-1300,400
5969,A,-1700,-1300,400
5981,A,-1700,-1300,400
6037,A,-1700,-1300,400
6047,A,-1700,-1200,500
6069,B,-1700,-1500,200
6070,A,-1700,-1500,200
6071,A,-1700,-1500,200
6072,A,-1700,-1500,200
6073,A,-1700,-1500,200
6081,A,-1700,-1000,700
6090,B,-1700,-1300,400
6093,A,-1700,-1300,400
6109,A,-1700,-1500,200
6116,A,-1700,-1300,400
6128,B,-1700,-1300,400
6160,A,-1700,-1300,400
6213,A,-1700,-1300,400
6242,A,-1700,-1500,200
6282,A,-1700,-1500,200
6283,B,-1700,-1300,400
6393,A,-1700,-1400,300
6394,B,-1700,-1400,300
6395,B,-1700,-1400,300
6396,A,-1700,-1400,300
6397,A,-1700,-1400,300
6398,A,-1700,-1300,400
6618,A,-1700,-1300,400
6619,A,-1700,-1300,400
6631,A,-1700,-1300,400
6776,A,-1700,-1300,400
6875,A,-1700,-1300,400
6887,A,-1700,-1300,400
6997,A,-1700,-1300,400
7008,A,-1700,-1300,400
7010,A,-1700,-1300,400
7013,A,-1700,-1300,400
7014,B,-1700,-1300,400
7117,A,-1700,-1300,400
7118,A,-1700,-1500,200
7119,A,-1700,-1500,200
7125,A,-1700,-1300,400
7164,B,-1700,-1300,400
7187,B,-1700,-1300,400
7199,B,-1700,-1300,400
7233,B,-1700,-1300,400
7260,B,-1700,-1300,400
7307,A,-1700,-1300,400
7323,A,-1700,-1300,400
434,A,-1500,-1400,100
447,A,-1500,-1200,300
458,A,-1500,-1400,100
459,A,-1500,-1400,100
539,B,-1500,-1000,500
2469,A,-1500,-1000,500
6109,A,-1500,-1300,200
6178,A,-1500,-1300,200
6206,A,-1500,-1300,200
415,B,-1400,-1000,400
419,A,-1400,-1000,400
437,B,-1400,-1000,400
443,A,-1400,-1300,100
450,A,-1400,-1300,100
454,A,-1400,-1300,100
465,A,-1400,-1300,100
469,A,-1400,-1000,400
471,A,-1400,-1300,100
479,A,-1400,-1200,200
4577,A,-1400,-1200,200
6399,A,-1400,-1300,100
6400,A,-1400,-1300,100
6401,A,-1400,-1300,100
6402,A,-1400,-1300,100
6403,B,-1400,-1300,100
6404,A,-1400,-1300,100
7116,A,-1400,-1300,100
7123,A,-1400,-1300,100
7126,A,-1400,-1300,100
7216,C,-1400,-1300,100
10,A,-1350,-1020,330
12,A,-1350,-1020,330
14,A,-1350,-1020,330
139,A,-1350,-1020,330
158,A,-1350,-1020,330
2002,B,-1350,-1000,350
2003,B,-1350,-1000,350
418,A,-1300,-1000,300
420,A,-1300,-1000,300
429,A,-1300,-1200,100
446,A,-1300,-1200,100
462,A,-1300,-1000,300
493,A,-1300,-1000,300
496,A,-1300,-1000,300
559,B,-1300,-1200,100
564,A,-1300,-1200,100
565,B,-1300,-1200,100
1177,A,-1300,-1000,300
1191,A,-1300,-1000,300
2057,B,-1300,-900,400
2058,B,-1300,-900,400
2099,A,-1300,-1000,300
2298,A,-1300,-1100,200
2545,A,-1300,-1000,300
2558,A,-1300,-1000,300
2563,A,-1300,-1000,300
2565,A,-1300,-1000,300
3332,A,-1300,-1000,300
3337,A,-1300,-1000,300
3466,A,-1300,-1000,300
4166,A,-1300,-1000,300
5360,A,-1300,-1000,300
5526,A,-1300,-1000,300
5535,A,-1300,-1000,300
5542,A,-1300,-1000,300
5543,A,-1300,-1000,300
5544,A,-1300,-1000,300
5546,A,-1300,-1000,300
5570,A,-1300,-1000,300
5576,A,-1300,-1000,300
5601,A,-1300,-1000,300
5602,A,-1300,-1000,300
5671,A,-1300,-1000,300
5672,A,-1300,-1000,300
5691,A,-1300,-1000,300
5692,A,-1300,-1000,300
5997,A,-1300,-1000,300
5998,A,-1300,-1000,300
6009,A,-1300,-1000,300
6090,B,-1300,-1000,300
6093,A,-1300,-1000,300
6096,A,-1300,-1000,300
6109,A,-1300,-1000,300
6160,A,-1300,-1000,300
6177,A,-1300,-1000,300
6206,A,-1300,-1000,300
6213,A,-1300,-1000,300
6283,B,-1300,-1000,300
6397,B,-1300,-900,400
6398,A,-1300,-1000,300
6399,A,-1300,-1000,300
6403,B,-1300,-1000,300
6404,A,-1300,-1000,300
6405,A,-1300,-1000,300
6412,B,-1300,-1000,300
6628,A,-1300,-1000,300
6991,B,-1300,-1000,300
6997,A,-1300,-1000,300
7004,A,-1300,-1000,300
7005,A,-1300,-1000,300
7008,A,-1300,-1200,100
7011,A,-1300,-1000,300
7013,A,-1300,-1000,300
7014,B,-1300,-1000,300
7029,A,-1300,-1000,300
7032,A,-1300,-1000,300
7035,A,-1300,-1000,300
7116,A,-1300,-1000,300
7117,A,-1300,-1000,300
7119,B,-1300,-1000,300
7120,A,-1300,-1000,300
7125,A,-1300,-1000,300
7126,A,-1300,-1000,300
7199,B,-1300,-1000,300
7233,B,-1300,-1000,300
7307,A,-1300,-1000,300
7323,A,-1300,-1000,300
416,A,-1200,-1000,200
422,A,-1200,-1000,200
424,A,-1200,-1000,200
425,A,-1200,-1000,200
426,A,-1200,-1000,200
430,B,-1200,-1000,200
432,A,-1200,-1000,200
436,A,-1200,-1000,200
439,B,-1200,-1000,200
444,A,-1200,-1000,200
464,A,-1200,-1000,200
470,A,-1200,-1000,200
475,A,-1200,-1000,200
476,A,-1200,-1000,200
483,A,-1200,-1000,200
488,A,-1200,-1000,200
489,A,-1200,-1000,200
490,B,-1200,-1000,200
492,A,-1200,-1000,200
540,A,-1200,-1000,200
541,B,-1200,-1000,200
550,A,-1200,-1000,200
560,A,-1200,-1000,200
820,A,-1200,-1000,200
821,A,-1200,-1000,200
839,A,-1200,-1000,200
872,A,-1200,-1000,200
958,A,-1200,-1000,200
992,A,-1200,-100,1100
1127,A,-1200,-1000,200
1174,A,-1200,-1000,200
1192,A,-1200,-1000,200
2136,A,-1200,-1000,200
2462,A,-1200,-1000,200
3327,A,-1200,-1000,200
3687,A,-1200,-1000,200
3693,A,-1200,-1000,200
4797,A,-1200,-1000,200
4864,A,-1200,-1000,200
5013,A,-1200,-1000,200
5027,A,-1200,-1000,200
5028,A,-1200,-1000,200
5030,A,-1200,-1000,200
5432,A,-1200,-1000,200
6068,B,-1200,-1000,200
6075,B,-1200,-1000,200
6079,A,-1200,-1000,200
6084,A,-1200,-1000,200
6085,A,-1200,-1000,200
6086,B,-1200,-1000,200
6087,A,-1200,-1000,200
6088,A,-1200,-1000,200
6091,B,-1200,-1000,200
6094,A,-1200,-1000,200
6102,A,-1200,-1000,200
6147,A,-1200,-1000,200
6269,A,-1200,-1000,200
6270,A,-1200,-1000,200
6593,A,-1200,-1000,200
6601,A,-1200,-1000,200
6626,B,-1200,-1000,200
6849,A,-1200,-1000,200
6990,A,-1200,-1000,200
7003,A,-1200,-1000,200
7010,B,-1200,-1000,200
7121,A,-1200,-1000,200
7123,B,-1200,-1000,200
7146,A,-1200,-1000,200
7260,C,-1200,-1000,200
219,A,-1600,-500,450
454,B,-1100,-1000,100
3580,A,-1100,-950,150
6080,A,-1100,-1000,100
6381,A,-1100,-900,200
6394,C,-1100,-900,200
6406,A,-1100,-900,200
6407,B,-1100,-900,200
6408,B,-1100,-900,200
6409,A,-1100,-900,200
6410,A,-1100,-900,200
6411,B,-1100,-900,200
6440,A,-1100,-900,200
6441,A,-1100,-900,200
6445,A,-1100,-900,200
6446,A,-1100,-900,200
6472,A,-1100,-900,200
6483,A,-1100,-900,200
6484,A,-1100,-900,200
6485,A,-1100,-900,200
7122,A,-1100,-1000,100
7124,A,-1100,-1000,100
219,A,-1020,-600,420
224,A,-1020,-600,420
234,A,-1020,-600,420
245,A,-1020,-600,420
247,A,-1020,-600,420
334,A,-1020,-600,420
408,B,-1020,-600,420
410,A,-1020,-600,420
411,A,-1020,-600,420
415,B,-1000,-700,300
419,A,-1000,-600,400
420,A,-1000,-600,400
424,A,-1000,-600,400
430,B,-1000,-900,100
435,A,-1000,-700,300
436,A,-1000,-600,400
437,B,-1000,-700,300
438,A,-1000,-700,300
439,B,-1000,-900,100
441,A,-1000,-900,100
447,B,-1000,-700,300
449,A,-1000,-600,400
451,A,-1000,-600,400
452,A,-1000,-700,300
453,A,-1000,-600,400
455,A,-1000,-900,100
456,A,-1000,-700,300
460,A,-1000,-600,400
461,A,-1000,-900,100
462,A,-1000,-600,400
463,A,-1000,-600,400
465,B,-1000,-900,100
470,A,-1000,-900,100
472,A,-1000,-600,400
474,A,-1000,-700,300
492,A,-1000,-800,200
496,A,-1000,-900,100
532,A,-1000,-600,400
544,A,-1000,-600,400
546,A,-1000,-600,400
588,A,-1000,-600,400
612,A,-1000,-600,400
613,A,-1000,-600,400
619,A,-1000,-600,400
622,A,-1000,-600,400
623,A,-1000,-600,400
625,A,-1000,-600,400
626,A,-1000,-600,400
627,A,-1000,-600,400
631,A,-1000,-600,400
632,A,-1000,-600,400
636,A,-1000,-600,400
637,A,-1000,-600,400
641,A,-1000,-600,400
642,A,-1000,-600,400
649,A,-1000,-600,400
650,A,-1000,-600,400
651,A,-1000,-600,400
654,A,-1000,-600,400
656,A,-1000,-600,400
660,A,-1000,-600,400
661,A,-1000,-600,400
667,A,-1000,-600,400
670,A,-1000,-600,400
671,A,-1000,-600,400
673,A,-1000,-600,400
680,A,-1000,-600,400
699,A,-1000,-600,400
764,A,-1000,-600,400
776,A,-1000,-600,400
778,A,-1000,-600,400
779,A,-1000,-600,400
780,A,-1000,-600,400
782,A,-1000,-600,400
785,A,-1000,-600,400
787,A,-1000,-600,400
788,B,-1000,-600,400
789,A,-1000,-600,400
790,A,-1000,-600,400
813,A,-1000,-700,300
1175,A,-1000,-600,400
1191,A,-1000,-800,200
1192,A,-1000,-900,100
1243,A,-1000,-600,400
1503,A,-1000,-700,300
1510,A,-1000,-800,200
1512,A,-1000,-700,300
1529,A,-1000,-800,200
1530,A,-1000,-800,200
1531,A,-1000,-800,200
2101,A,-1000,-600,400
2108,A,-1000,-600,400
2136,A,-1000,-700,300
2293,B,-1000,-600,400
2462,A,-1000,-600,400
2545,A,-1000,-800,200
2784,A,-1000,-600,400
2806,A,-1000,-800,200
2813,A,-1000,-800,200
3360,A,-1000,-600,400
3365,A,-1000,-800,200
3387,A,-1000,-600,400
3391,A,-1000,-600,400
3406,A,-1000,-600,400
3407,A,-1000,-600,400
3445,A,-1000,-600,400
3583,A,-1000,-600,400
3614,A,-1000,-600,400
3615,A,-1000,-600,400
3642,A,-1000,-600,400
3691,A,-1000,-600,400
3692,A,-1000,-600,400
3693,A,-1000,-600,400
3694,A,-1000,-600,400
3695,A,-1000,-600,400
3696,A,-1000,-600,400
3697,A,-1000,-600,400
4298,A,-1000,-600,400
4334,A,-1000,-600,400
4469,A,-1000,-600,400
4871,A,-1000,-600,400
5013,A,-1000,-600,400
5601,A,-1000,-800,200
5692,A,-1000,-800,200
5863,A,-1000,-800,200
6080,A,-1000,-900,100
6094,A,-1000,800,1800
6102,A,-1000,-600,400
6206,A,-1000,-700,300
6403,B,-1000,-600,400
6405,A,-1000,-600,400
6412,B,-1000,-800,200
6417,A,-1000,-600,400
6593,A,-1000,-700,300
6860,A,-1000,-800,200
7013,A,-1000,-800,200
7117,A,-1000,-700,300
7118,B,-1000,800,1800
7121,A,-1000,-800,200
7122,A,-1000,-700,300
7124,A,-1000,-800,200
7126,A,-1000,-800,200
7144,A,-1000,-700,300
7146,A,-1000,-700,300
7147,A,-1000,-700,300
7156,B,-1000,-700,300
7174,B,-1000,-700,300
7197,A,-1000,-700,300
7276,B,-1000,-700,300
7316,C,-1000,-600,400
7324,B,-1000,-600,400
1505,A,-950,-600,350
1506,A,-950,-600,350
7145,A,-950,-700,250
445,A,-900,-600,300
446,B,-900,-700,200
457,A,-900,-800,100
468,A,-900,-600,300
494,A,-900,-600,300
495,A,-900,-600,300
496,A,-900,-700,200
1192,A,-900,-600,300
1678,A,-900,-700,200
1682,A,-900,-600,300
3405,A,-900,-700,200
4147,A,-900,-700,200
4166,B,-900,-700,200
5982,A,-900,-700,200
6015,A,-900,-700,200
6072,B,-900,-600,300
6323,A,-900,-700,200
6339,A,-900,-700,200
6397,B,-900,-600,300
6399,B,-900,-800,100
6410,A,-900,-600,300
6411,B,-900,-600,300
6413,A,-900,-600,300
6420,A,-900,-700,200
6445,A,-900,-800,100
7142,A,-900,-700,200
7143,A,-900,-700,200
1,A,-800,-700,100
70,A,-800,-700,100
83,A,-800,-700,100
84,A,-800,-700,100
87,A,-800,-700,100
93,A,-800,-700,100
115,A,-800,-600,200
116,A,-800,-600,200
117,A,-800,-600,200
131,A,-800,-600,200
133,A,-800,-600,200
134,A,-800,-600,200
137,A,-800,-700,100
140,B,-800,-600,200
143,A,-800,-600,200
146,A,-800,-600,200
147,A,-800,-600,200
149,A,-800,-600,200
150,A,-800,-700,100
278,A,-800,-600,200
310,A,-800,-600,200
330,A,-800,-600,200
333,A,-800,-600,200
335,A,-800,-600,200
336,A,-800,-600,200
347,A,-800,-600,200
356,A,-800,-600,200
359,A,-800,-600,200
387,A,-800,-600,200
388,A,-800,-600,200
389,A,-800,-600,200
390,A,-800,-600,200
417,A,-800,-600,200
421,A,-800,-600,200
440,A,-800,-600,200
493,B,-800,-700,100
1191,A,-800,-700,100
1679,A,-800,-600,200
2129,A,-800,-600,200
2288,A,-800,-600,200
2399,A,-800,-600,200
2463,A,-800,-600,200
2464,A,-800,-600,200
2508,A,-800,-600,200
2545,A,-800,-600,200
2549,A,-800,-600,200
2558,B,-800,-600,200
2571,A,-800,-600,200
2769,A,-800,-700,100
2802,B,-800,-600,200
2803,B,-800,-600,200
3325,A,-800,-700,100
3327,B,-800,-600,200
3336,A,-800,-600,200
3361,A,-800,-600,200
3364,A,-800,-600,200
3401,A,-800,-700,100
3511,A,-800,-600,200
3568,A,-800,-600,200
3687,B,-800,-600,200
4025,A,-800,-600,200
4515,A,-800,-600,200
4537,A,-800,-600,200
4568,A,-800,-600,200
4570,A,-800,-600,200
4600,A,-800,-600,200
4797,B,-800,-600,200
6317,A,-800,-600,200
6376,A,-800,-600,200
6377,A,-800,-600,200
6378,A,-800,-600,200
6379,A,-800,-700,100
6472,B,-800,-500,300
6485,B,-800,-700,100
6596,A,-800,-300,500
2309,A,-750,-600,150
2310,A,-750,-600,150
2402,A,-750,-600,150
7127,A,-750,-700,50
7145,A,-750,-280,470
2,A,-700,-600,100
65,A,-700,-600,100
81,A,-700,-600,100
91,A,-700,-600,100
108,B,-700,-600,100
114,A,-700,-600,100
130,A,-700,-600,100
141,A,-700,-600,100
145,A,-700,-600,100
153,A,-700,-600,100
220,A,-700,-600,100
242,A,-700,-600,100
248,A,-700,-600,100
249,A,-700,-600,100
250,A,-700,-600,100
280,A,-700,-600,100
303,A,-700,-600,100
304,A,-700,-600,100
444,B,-700,-600,100
496,A,-700,-600,100
615,A,-700,-600,100
616,A,-700,-600,100
629,A,-700,-600,100
643,A,-700,-600,100
655,A,-700,-600,100
657,A,-700,-600,100
679,A,-700,-600,100
697,A,-700,-600,100
820,B,-700,-600,100
860,B,-700,-600,100
872,B,-700,-600,100
1013,A,-700,-600,100
1093,A,-700,-600,100
1127,B,-700,-600,100
1132,A,-700,-600,100
1176,B,-700,-600,100
1191,A,-700,-600,100
1232,A,-700,-500,200
1287,A,-700,-600,100
1288,A,-700,-600,100
1295,A,-700,-500,200
1296,A,-700,-500,200
1297,A,-700,-500,200
1299,A,-700,-500,200
1312,A,-700,-500,200
1327,A,-700,-600,100
1328,A,-700,-600,100
1331,A,-700,-600,100
1362,A,-700,-500,200
1363,A,-700,-500,200
1373,A,-700,-500,200
1380,A,-700,-500,200
1382,A,-700,-500,200
1383,A,-700,-500,200
1387,A,-700,-400,300
1388,A,-700,-500,200
1393,A,-700,-400,300
1407,A,-700,-500,200
1409,A,-700,-500,200
1521,A,-700,-600,100
1532,A,-700,-650,50
1654,A,-700,-500,200
1659,A,-700,-500,200
1660,A,-700,-500,200
1661,A,-700,-500,200
1662,A,-700,-500,200
1663,A,-700,-500,200
1664,A,-700,-500,200
1666,A,-700,-500,200
1667,A,-700,-500,200
1668,A,-700,-500,200
1671,A,-700,-500,200
1672,A,-700,-500,200
1678,A,-700,-500,200
1681,A,-700,-500,200
1685,A,-700,-500,200
1689,A,-700,-500,200
1690,A,-700,-500,200
1691,A,-700,-500,200
1692,A,-700,-500,200
1693,A,-700,-500,200
1695,A,-700,-500,200
1712,A,-700,-500,200
1713,A,-700,-500,200
1727,A,-700,-500,200
1738,A,-700,-500,200
1748,A,-700,-500,200
1751,A,-700,-500,200
1752,A,-700,-500,200
1753,A,-700,-500,200
1760,A,-700,-500,200
1765,A,-700,-500,200
1769,A,-700,-500,200
1775,A,-700,-500,200
1783,A,-700,-500,200
1792,A,-700,-500,200
1793,A,-700,-500,200
1795,A,-700,-500,200
1798,A,-700,-500,200
1799,A,-700,-500,200
1805,A,-700,-500,200
1820,A,-700,-500,200
1838,A,-700,-500,200
1854,A,-700,-500,200
1866,A,-700,-500,200
1883,A,-700,-500,200
1897,A,-700,-500,200
1899,A,-700,-500,200
1900,A,-700,-400,300
1903,A,-700,-500,200
1918,A,-700,-400,300
1919,A,-700,-500,200
1920,A,-700,-400,300
1921,A,-700,-500,200
1922,A,-700,-400,300
1923,A,-700,-500,200
1935,A,-700,-500,200
1937,A,-700,-500,200
1939,A,-700,-400,300
1942,A,-700,-400,300
1958,A,-700,-500,200
1967,A,-700,-500,200
1969,A,-700,-500,200
1970,A,-700,-500,200
1973,A,-700,-500,200
1974,A,-700,-500,200
1975,A,-700,-500,200
1976,A,-700,-500,200
1979,A,-700,-500,200
2057,C,-700,-200,500
2112,A,-700,-500,200
2136,A,-700,-450,250
2140,A,-700,-700,0
2146,A,-700,-500,200
2155,A,-700,-500,200
2164,A,-700,-500,200
2174,A,-700,-500,200
2177,A,-700,-500,200
2183,A,-700,-600,100
2189,A,-700,-500,200
2198,A,-700,-400,300
2206,A,-700,-400,300
2211,A,-700,-500,200
2231,A,-700,-400,300
2237,A,-700,-400,300
2241,A,-700,-500,200
2326,A,-700,-600,100
2332,A,-700,-500,200
2370,A,-700,-600,100
2419,A,-700,-500,200
2437,B,-700,-600,100
2444,A,-700,-500,200
2506,A,-700,-500,200
2608,A,-700,-500,200
2612,A,-700,-500,200
2613,A,-700,-500,200
2615,A,-700,-500,200
2658,A,-700,-500,200
2782,A,-700,-600,100
2790,A,-700,-600,100
2795,A,-700,-500,200
2807,A,-700,-500,200
3340,A,-700,-600,100
3580,B,-700,-600,100
3676,A,-700,-500,200
4024,A,-700,-600,100
4144,A,-700,-500,200
4147,A,-700,-400,300
4180,A,-700,-600,100
4187,A,-700,-500,200
4189,A,-700,-500,200
4222,A,-700,-500,200
4264,A,-700,-500,200
4292,A,-700,-600,100
4951,B,-700,-400,300
4986,A,-700,-500,200
5002,A,-700,-500,200
5003,A,-700,-400,300
5004,A,-700,-500,200
5011,A,-700,-550,150
5016,A,-700,-500,200
5017,A,-700,-500,200
5028,B,-700,-500,200
5029,A,-700,-500,200
5110,A,-700,-300,400
5163,A,-700,-500,200
5164,A,-700,-500,200
5181,A,-700,-400,300
5186,A,-700,-500,200
5187,A,-700,-500,200
5188,A,-700,-500,200
5207,A,-700,-500,200
5208,A,-700,-500,200
5244,A,-700,-300,400
5245,A,-700,-300,400
5248,A,-700,-300,400
5279,A,-700,-500,200
5353,A,-700,-300,400
5356,A,-700,-300,400
5389,A,-700,-300,400
5491,A,-700,-500,200
5501,A,-700,-500,200
5522,A,-700,-500,200
5546,B,-700,-500,200
5547,A,-700,-500,200
5551,A,-700,-500,200
5563,A,-700,-500,200
5570,B,-700,-500,200
5578,A,-700,-500,200
5580,A,-700,-500,200
5581,A,-700,-500,200
5629,A,-700,-300,400
5763,A,-700,-100,600
5785,A,-700,-100,600
5855,A,-700,-500,200
5977,A,-700,-500,200
6005,A,-700,-300,400
6011,A,-700,-300,400
6014,A,-700,-300,400
6135,C,-700,-300,400
6139,A,-700,-300,400
6144,B,-700,-300,400
6145,A,-700,-300,400
6148,A,-700,-600,100
6152,A,-700,-600,100
6158,A,-700,-600,100
6160,B,-700,-250,450
6163,A,-700,-300,400
6171,A,-700,-500,200
6178,B,-700,-600,100
6185,B,-700,-500,200
6186,A,-700,-500,200
6195,A,-700,-300,400
6201,A,-700,-300,400
6203,A,-700,-300,400
6206,A,-700,-300,400
6207,A,-700,-500,200
6208,A,-700,-300,400
6213,B,-700,-300,400
6214,A,-700,-300,400
6218,A,-700,-500,200
6229,A,-700,-300,400
6233,A,-700,-300,400
6246,A,-700,-300,400
6269,B,-700,-300,400
6270,B,-700,-300,400
6275,A,-700,-300,400
6278,A,-700,-300,400
6279,A,-700,-300,400
6287,A,-700,-300,400
6305,A,-700,-300,400
6324,A,-700,-500,200
6380,A,-700,-550,150
6381,B,-700,-550,150
6382,A,-700,-550,150
6383,A,-700,-550,150
6404,B,-700,-600,100
6414,B,-700,-600,100
6415,A,-700,-600,100
6420,A,-700,-500,200
6441,B,-700,-500,200
